Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-02 16:00,2019,12,2,16:00,-3.3,,-10.1,,59,,3,,20,,,,100.71,,,,-9,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-02 17:00,2019,12,2,17:00,-3.8,,-11.4,,55,,3,,19,,,,100.76,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-02 18:00,2019,12,2,18:00,-3.7,,-11.8,,54,,2,,20,,,,100.999,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-02 19:00,2019,12,2,19:00,-3.9,,-10.9,,58,,3,,19,,,,100.73,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-02 20:00,2019,12,2,20:00,-3.3,,-10.7,,57,,3,,18,,,,100.73,,,,-9,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-02 21:00,2019,12,2,21:00,-4,,-10.7,,60,,3,,25,,,,100.72,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-02 22:00,2019,12,2,22:00,-4.7,,-10.3,,65,,3,,23,,,,100.7,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-02 23:00,2019,12,2,23:00,-4.6,,-9.7,,68,,3,,22,,,,100.63,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 0:00,2019,12,3,0:00,-4.4,,-9.6,,67,,3,,16,,,,100.59,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 1:00,2019,12,3,1:00,-4.4,,-9.8,,66,,2,,21,,,,100.53,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 2:00,2019,12,3,2:00,-4.8,,-10.1,,66,,3,,16,,,,100.51,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 3:00,2019,12,3,3:00,-4.8,,-10,,67,,2,,24,,,,100.41,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 4:00,2019,12,3,4:00,-5.7,,-10.5,,69,,1,,20,,,,100.31,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 5:00,2019,12,3,5:00,-6.3,,-10.5,,72,,1,,14,,,,100.28,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 6:00,2019,12,3,6:00,-6.2,,-10.8,,70,,2,,8,,,,100.28,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 7:00,2019,12,3,7:00,-6,,-11.2,,67,,2,,7,,,,100.27,,,,-9,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 8:00,2019,12,3,8:00,-6.4,,-10.7,,71,,33,,8,,,,100.16,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 9:00,2019,12,3,9:00,-4.1,,-10.8,,60,,34,,6,,,,100.13,,,,-7,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 10:00,2019,12,3,10:00,NoData,,-11.5,,51,,34,,6,,,,100.12,,,,-5,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 11:00,2019,12,3,11:00,-1.9,,-12.6,,44,,35,,10,,,,99.98,,,,-6,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 12:00,2019,12,3,12:00,-0.8,,-11.7,,43,,31,,12,,,,99.84,,,,-5,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 13:00,2019,12,3,13:00,0.2,,-10.3,,45,,28,,14,,,,99.73,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 14:00,2019,12,3,14:00,0.8,,-10.9,,41,,25,,13,,,,99.7,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 15:00,2019,12,3,15:00,0.9,,-9.2,,47,,22,,10,,,,99.7,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 16:00,2019,12,3,16:00,0,,-9.3,,50,,25,,10,,,,99.68,,,,-3,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 17:00,2019,12,3,17:00,-0.7,,-8.6,,55,,23,,9,,,,99.65,,,,-4,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 18:00,2019,12,3,18:00,-0.9,,-8.5,,56,,24,,8,,,,99.58,,,,-4,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 19:00,2019,12,3,19:00,-1.6,,-8,,62,,25,,11,,,,99.54,,,,-5,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 20:00,2019,12,3,20:00,-2.2,,-8.4,,62,,25,,11,,,,99.52,,,,-6,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 21:00,2019,12,3,21:00,-2.5,,-8.5,,63,,24,,9,,,,99.5,,,,-6,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 22:00,2019,12,3,22:00,-3,,-8.3,,67,,25,,13,,,,99.46,,,,-8,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-03 23:00,2019,12,3,23:00,-3.6,,-8.7,,67,,26,,12,,,,99.43,,,,-8,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 0:00,2019,12,4,0:00,-3.7,,-8.8,,68,,27,,12,,,,99.4,,,,-8,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 1:00,2019,12,4,1:00,-4,,-9.1,,68,,25,,11,,,,99.41,,,,-8,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 2:00,2019,12,4,2:00,-4,,-8.7,,70,,25,,7,,,,99.37,,,,-7,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 3:00,2019,12,4,3:00,-3.4,,-8.3,,69,,25,,13,,,,99.37,,,,-8,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 4:00,2019,12,4,4:00,-3,,-7.5,,71,,26,,10,,,,99.32,,,,-7,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 5:00,2019,12,4,5:00,-3.1,,-7.7,,71,,24,,8,,,,99.3,,,,-6,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 6:00,2019,12,4,6:00,-3.2,,-7.3,,73,,25,,9,,,,99.32,,,,-7,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 7:00,2019,12,4,7:00,-3,,-6.9,,999,,24,,5,,,,99.3,,,,-5,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 8:00,2019,12,4,8:00,-2.6,,-6.2,,76,,28,,3,,,,99.28,,,,-4,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 9:00,2019,12,4,9:00,-2,,-5.5,,77,,26,,4,,,,99.29,,,,-3,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 10:00,2019,12,4,10:00,-1.6,,-4,,83,,15,,8,,,,99.27,,,,-5,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 11:00,2019,12,4,11:00,-1.6,,-3.4,,87,,14,,8,,,,99.22,,,,-5,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 12:00,2019,12,4,12:00,-1.5,,-2.3,,94,,13,,8,,,,99.17,,,,-5,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 13:00,2019,12,4,13:00,-0.7,,-1.5,,94,,14,,7,,,,99.11,,,,-3,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 14:00,2019,12,4,14:00,0.1,,-1.1,,92,,15,,8,,,,99.08,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 15:00,2019,12,4,15:00,0.3,,-1.6,,87,,24,,4,,,,99.12,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 16:00,2019,12,4,16:00,0.2,,-0.8,,93,,12,,7,,,,99.12,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 17:00,2019,12,4,17:00,0.2,,-0.4,,96,,11,,5,,,,99.15,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 18:00,2019,12,4,18:00,0.2,,-0.4,,96,,10,,3,,,,99.16,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 19:00,2019,12,4,19:00,0.1,,-0.4,,97,,36,,3,,,,99.18,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 20:00,2019,12,4,20:00,-0.2,,-0.7,,96,,2,,6,,,,99.19,,,,-2,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 21:00,2019,12,4,21:00,-0.5,,-1.3,,95,,2,,7,,,,99.19,,,,-3,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 22:00,2019,12,4,22:00,-1,,-1.5,,96,,1,,9,,,,99.2,,,,-4,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-04 23:00,2019,12,4,23:00,-1.5,,-2.1,,95,,1,,9,,,,99.22,,,,-5,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 0:00,2019,12,5,0:00,-1.8,,-2.4,,95,,2,,11,,,,99.21,,,,-6,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 1:00,2019,12,5,1:00,-1.8,,-2.5,,95,,2,,8,,,,99.22,,,,-5,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 2:00,2019,12,5,2:00,-1.7,,-2.3,,96,,1,,9,,,,99.27,,,,-5,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 3:00,2019,12,5,3:00,-1.8,,-2.4,,96,,1,,10,,,,99.31,,,,-5,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 4:00,2019,12,5,4:00,-2,,-2.6,,96,,36,,8,,,,99.37,,,,-5,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 5:00,2019,12,5,5:00,-2.2,,NoData,,96,,35,,9,,,,99.43,,,,-6,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 6:00,2019,12,5,6:00,-2.2,,NoData,,96,,32,,8,,,,99.54,,,,-5,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 7:00,2019,12,5,7:00,-2.2,,-2.9,,95,,31,,5,,,,99.63,,,,-4,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 8:00,2019,12,5,8:00,-2.1,,-2.9,,94,,27,,6,,,,99.72,,,,-4,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 9:00,2019,12,5,9:00,-1.2,,-2.3,,92,,27,,8,,,,99.77,,,,-4,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 10:00,2019,12,5,10:00,-0.2,,-2,,88,,26,,10,,,,99.85,,,,-4,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 11:00,2019,12,5,11:00,0.2,,-2.1,,84,,27,,13,,,,99.89,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 12:00,2019,12,5,12:00,0.5,,-1.9,,84,,27,,14,,,,99.92,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 13:00,2019,12,5,13:00,-0.9,,-3.5,,82,,25,,25,,,,99.99,,,,-7,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 14:00,2019,12,5,14:00,-2.3,,-5.9,,76,,26,,26,,,,100.09,,,,-9,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 15:00,2019,12,5,15:00,-2.7,,-6.8,,999,,26,,26,,,,100.23,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 16:00,2019,12,5,16:00,-3.1,,-6.5,,77,,26,,22,,,,100.36,,,,-9,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 17:00,2019,12,5,17:00,-3.2,,-8.5,,66,,27,,28,,,,100.48,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 18:00,2019,12,5,18:00,-3.6,,-7.9,,72,,27,,24,,,,100.63,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 19:00,2019,12,5,19:00,-3.8,,-8.3,,71,,27,,24,,,,100.75,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 20:00,2019,12,5,20:00,-3.9,,-7.7,,75,,27,,22,,,,100.8,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 21:00,2019,12,5,21:00,-4,,-8.3,,72,,28,,23,,,,100.88,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 22:00,2019,12,5,22:00,-4.3,,-8.2,,999,,27,,19,,,,100.97,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-05 23:00,2019,12,5,23:00,-4.2,,-8.8,,70,,27,,22,,,,101.03,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 0:00,2019,12,6,0:00,-4.9,,-9.3,,71,,26,,14,,,,101.09,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 1:00,2019,12,6,1:00,-4.7,,-9.1,,71,,27,,18,,,,101.14,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 2:00,2019,12,6,2:00,-4.4,,-9.3,,69,,27,,21,,,,101.21,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 3:00,2019,12,6,3:00,-4.8,,-9.9,,68,,28,,21,,,,101.21,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 4:00,2019,12,6,4:00,-4.9,,-9,,73,,26,,13,,,,101.21,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 5:00,2019,12,6,5:00,-5,,-8.5,,76,,27,,12,,,,101.2,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 6:00,2019,12,6,6:00,-4.8,,-8.3,,76,,26,,10,,,,101.21,,,,-9,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 7:00,2019,12,6,7:00,-5,,-8.2,,78,,25,,12,,,,101.21,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 8:00,2019,12,6,8:00,-5.1,,-7,,86,,27,,8,,,,101.22,,,,-9,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 9:00,2019,12,6,9:00,-4.6,,-6.2,,89,,29,,5,,,,101.22,,,,-7,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 10:00,2019,12,6,10:00,-4.8,,-6.6,,87,,31,,5,,,,101.23,,,,-7,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 11:00,2019,12,6,11:00,-4.5,,-6.4,,86,,33,,5,,,,101.18,,,,-7,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 12:00,2019,12,6,12:00,-4.6,,-6.8,,84,,34,,6,,,,101.11,,,,-7,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 13:00,2019,12,6,13:00,-4.3,,-7.2,,80,,1,,2,,,,101.03,,,,-5,,NA
